2025-03-10 11:27:53,984 - INFO - Pair: kucoin-bitget | Asset: {'kucoin': 'WEMIX/USDT', 'bitget': 'WEMIX/USDT'} | Buy (BitgetExchange eff.): 0.488154 | Sell (KucoinExchange eff.): 0.632070 | Ticker Profit: 30.16% | Liquidity Profit: 29.48% | Profit (USDT): 59.092755 | Invested (USDT): 200.438111 | Qty Purchased: 410.6046 | Liquidity Info: Buy Levels: [[0.4866, 13.261], [0.4867, 47.293], [0.4868, 28.051], [0.4871, 48.151], [0.4874, 10.735], [0.4881, 1024.38], [0.4887, 51.0], [0.4888, 1022.91], [0.4892, 77.0095], [0.4916, 189.5713]]; Sell Levels: [[0.6344, 95.5536], [0.6325, 21.8], [0.632, 147.1756], [0.6313, 4.875], [0.631, 0.3781], [0.6308, 0.2889], [0.6299, 5.9026], [0.6296, 0.2156], [0.6277, 4.5383], [0.6275, 1.2273]] | Extra: Weighted Buy Price: 0.487666, Weighted Sell Price: 0.632703; Breakdown Buy: [(0.4866, 13.261), (0.4867, 47.293), (0.4868, 28.051), (0.4871, 48.151), (0.4874, 10.735), (0.4881, 263.11360295972014)]; Breakdown Sell: [(0.6344, 95.5536), (0.6325, 21.8), (0.632, 147.1756), (0.6313, 4.875), (0.631, 0.3781), (0.6308, 0.2889), (0.6299, 5.9026), (0.6296, 0.2156), (0.6277, 4.5383), (0.6275, 1.2273)]; 
2025-03-10 11:30:10,975 - INFO - Pair: kucoin-bitget | Asset: {'kucoin': 'BROCCOLI/USDT', 'bitget': 'BROCCOLI/USDT'} | Buy (BitgetExchange eff.): 0.034134 | Sell (KucoinExchange eff.): 0.050836 | Ticker Profit: 50.40% | Liquidity Profit: 48.93% | Profit (USDT): 97.861682 | Invested (USDT): 200.000000 | Qty Purchased: 5859.2434 | Liquidity Info: Buy Levels: [[0.0341, 342694.23], [0.0342, 43182.51], [0.0343, 66364.97], [0.0344, 133330.29], [0.0345, 38261.01], [0.0346, 34386.57], [0.0347, 36428.68], [0.0348, 22548.48], [0.0349, 21182.37], [0.035, 21695.11]]; Sell Levels: [[0.05094, 1973.5], [0.05093, 143.1], [0.05083, 1110.8], [0.05082, 4789.3], [0.05074, 4789.3], [0.05072, 27.5], [0.05066, 4789.3], [0.05057, 4789.3], [0.05056, 145.2], [0.05052, 155.5]] | Extra: Weighted Buy Price: 0.034100, Weighted Sell Price: 0.050887; Breakdown Buy: [(0.0341, 5859.243395900288)]; Breakdown Sell: [(0.05094, 1973.5), (0.05093, 143.1), (0.05083, 1110.8), (0.05082, 702.7177895602711)]; 
2025-03-10 11:35:59,274 - INFO - Pair: kucoin-bitget | Asset: {'kucoin': 'WEMIX/USDT', 'bitget': 'WEMIX/USDT'} | Buy (BitgetExchange eff.): 0.485199 | Sell (KucoinExchange eff.): 0.630709 | Ticker Profit: 31.16% | Liquidity Profit: 29.99% | Profit (USDT): 60.167298 | Invested (USDT): 200.626908 | Qty Purchased: 413.4938 | Liquidity Info: Buy Levels: [[0.4832, 74.853], [0.4842, 51.0], [0.4852, 1030.5], [0.4855, 11.077], [0.486, 1028.8], [0.4868, 13.695], [0.4869, 48.83], [0.487, 28.955], [0.4871, 66.51], [0.4872, 183.22]]; Sell Levels: [[0.633, 95.765], [0.6325, 19.6], [0.632, 0.3356], [0.6314, 75.6629], [0.6313, 4.875], [0.631, 0.3781], [0.6308, 0.2889], [0.6299, 5.9026], [0.6296, 0.2156], [0.629, 75.6629]] | Extra: Weighted Buy Price: 0.484715, Weighted Sell Price: 0.631340; Breakdown Buy: [(0.4832, 74.853), (0.4842, 51.0), (0.4852, 287.6407909772347)]; Breakdown Sell: [(0.633, 95.765), (0.6325, 19.6), (0.632, 0.3356), (0.6314, 75.6629), (0.6313, 4.875), (0.631, 0.3781), (0.6308, 0.2889), (0.6299, 5.9026), (0.6296, 0.2156), (0.629, 75.6629)]; 
2025-03-10 11:38:20,600 - INFO - Pair: kucoin-bitget | Asset: {'kucoin': 'BROCCOLI/USDT', 'bitget': 'BROCCOLI/USDT'} | Buy (BitgetExchange eff.): 0.033433 | Sell (KucoinExchange eff.): 0.051181 | Ticker Profit: 53.38% | Liquidity Profit: 53.08% | Profit (USDT): 106.164343 | Invested (USDT): 200.000000 | Qty Purchased: 5982.0419 | Liquidity Info: Buy Levels: [[0.0334, 40170.0], [0.0335, 63767.39], [0.0336, 59344.08], [0.0337, 134395.93], [0.0338, 76540.64], [0.0339, 58935.59], [0.034, 21938.74], [0.0341, 24461.99], [0.0342, 21523.45], [0.0343, 29607.42]]; Sell Levels: [[0.05128, 1216.2], [0.05121, 5359.3], [0.05112, 4789.3], [0.05103, 4789.3], [0.05095, 4789.3], [0.05093, 143.1], [0.05082, 4789.3], [0.0508, 83.9], [0.05072, 27.5], [0.05066, 4789.3]] | Extra: Weighted Buy Price: 0.033400, Weighted Sell Price: 0.051232; Breakdown Buy: [(0.0334, 5982.041910185623)]; Breakdown Sell: [(0.05128, 1216.2), (0.05121, 2687.8600663065563)]; 
2025-03-10 11:41:18,390 - INFO - Pair: kucoin-bitget | Asset: {'kucoin': 'ARCA/USDT', 'bitget': 'ARCA/USDT'} | Buy (BitgetExchange eff.): 0.023943 | Sell (KucoinExchange eff.): 0.023956 | Ticker Profit: 3.03% | Liquidity Profit: 0.06% | Profit (USDT): 0.112967 | Invested (USDT): 200.575402 | Qty Purchased: 8377.3669 | Liquidity Info: Buy Levels: [[0.02385, 429.86], [0.02389, 538.79], [0.0239, 1314.07], [0.02393, 8418.15], [0.02394, 18.52], [0.02416, 956.09], [0.02425, 1314.07], [0.02426, 1198.35], [0.02431, 3705.4], [0.02432, 1570.11]]; Sell Levels: [[0.02398, 178571.4], [0.02383, 35714.2], [0.02379, 8805.2], [0.02378, 178571.4], [0.02371, 35831.8], [0.02339, 62.0], [0.02312, 1041.9], [0.02297, 626.7], [0.02296, 811.9], [0.02173, 7700.0]] | Extra: Weighted Buy Price: 0.023919, Weighted Sell Price: 0.023980; Breakdown Buy: [(0.02385, 429.86), (0.02389, 538.79), (0.0239, 1314.07), (0.02393, 6094.646867932906)]; Breakdown Sell: [(0.02398, 8348.632201843211)]; 
2025-03-10 11:44:02,363 - INFO - Pair: kucoin-bitget | Asset: {'kucoin': 'WEMIX/USDT', 'bitget': 'WEMIX/USDT'} | Buy (BitgetExchange eff.): 0.487723 | Sell (KucoinExchange eff.): 0.626216 | Ticker Profit: 30.86% | Liquidity Profit: 28.40% | Profit (USDT): 56.994851 | Invested (USDT): 200.714988 | Qty Purchased: 411.5349 | Liquidity Info: Buy Levels: [[0.4855, 51.0], [0.4856, 10.884], [0.4869, 13.447], [0.487, 47.973], [0.4871, 28.444], [0.4874, 48.828], [0.4877, 10.891], [0.4878, 1025.01], [0.4879, 1024.8], [0.4892, 50.2636]]; Sell Levels: [[0.6325, 15.9], [0.632, 0.3356], [0.6313, 4.875], [0.631, 0.3781], [0.6308, 0.2889], [0.6299, 5.9026], [0.6296, 0.2156], [0.6277, 4.5383], [0.6275, 1.2273], [0.625, 75.6629]] | Extra: Weighted Buy Price: 0.487236, Weighted Sell Price: 0.626843; Breakdown Buy: [(0.4855, 51.0), (0.4856, 10.884), (0.4869, 13.447), (0.487, 47.973), (0.4871, 28.444), (0.4874, 48.828), (0.4877, 10.891), (0.4878, 200.06791204984512)]; Breakdown Sell: [(0.6325, 15.9), (0.632, 0.3356), (0.6313, 4.875), (0.631, 0.3781), (0.6308, 0.2889), (0.6299, 5.9026), (0.6296, 0.2156), (0.6277, 4.5383), (0.6275, 1.2273), (0.625, 75.6629)]; 
2025-03-10 11:46:19,287 - INFO - Pair: kucoin-bitget | Asset: {'kucoin': 'BROCCOLI/USDT', 'bitget': 'BROCCOLI/USDT'} | Buy (BitgetExchange eff.): 0.033634 | Sell (KucoinExchange eff.): 0.051325 | Ticker Profit: 53.48% | Liquidity Profit: 52.60% | Profit (USDT): 105.201182 | Invested (USDT): 200.000000 | Qty Purchased: 5946.4345 | Liquidity Info: Buy Levels: [[0.0336, 10000.0], [0.0337, 72715.13], [0.0338, 72575.92], [0.0339, 170572.76], [0.034, 65795.3], [0.0341, 34194.03], [0.0342, 22625.3], [0.0343, 29607.42], [0.0344, 21560.11], [0.0345, 21428.57]]; Sell Levels: [[0.05138, 3204.6], [0.05136, 5359.3], [0.05127, 4789.3], [0.0512, 83.2], [0.05119, 4789.3], [0.05111, 4789.3], [0.05101, 4789.3], [0.051, 83.6], [0.05093, 143.1], [0.05083, 4789.3]] | Extra: Weighted Buy Price: 0.033600, Weighted Sell Price: 0.051376; Breakdown Buy: [(0.0336, 5946.43451786309)]; Breakdown Sell: [(0.05138, 3204.6), (0.05136, 691.8616621292367)]; 
2025-03-10 11:49:19,227 - INFO - Pair: kucoin-bitget | Asset: {'kucoin': 'ARCA/USDT', 'bitget': 'ARCA/USDT'} | Buy (BitgetExchange eff.): 0.023946 | Sell (KucoinExchange eff.): 0.023956 | Ticker Profit: 3.03% | Liquidity Profit: 0.04% | Profit (USDT): 0.083515 | Invested (USDT): 200.689035 | Qty Purchased: 8380.8809 | Liquidity Info: Buy Levels: [[0.02384, 466.85], [0.02391, 538.79], [0.02392, 1314.07], [0.02393, 8418.15], [0.02394, 18.52], [0.02416, 956.09], [0.02425, 1314.07], [0.02426, 1198.35], [0.02431, 35.4], [0.02432, 4079.52]]; Sell Levels: [[0.02398, 178571.4], [0.02383, 35714.2], [0.02378, 178571.4], [0.02371, 35831.8], [0.02363, 8864.8], [0.02339, 62.0], [0.02314, 6300.0], [0.02312, 1041.9], [0.02299, 1793.2], [0.02294, 627.0]] | Extra: Weighted Buy Price: 0.023922, Weighted Sell Price: 0.023980; Breakdown Buy: [(0.02384, 466.85), (0.02391, 538.79), (0.02392, 1314.07), (0.02393, 6061.170864102342)]; Breakdown Sell: [(0.02398, 8348.632201843211)]; 
2025-03-10 11:52:05,155 - INFO - Pair: kucoin-bitget | Asset: {'kucoin': 'WEMIX/USDT', 'bitget': 'WEMIX/USDT'} | Buy (BitgetExchange eff.): 0.488153 | Sell (KucoinExchange eff.): 0.630941 | Ticker Profit: 29.83% | Liquidity Profit: 29.25% | Profit (USDT): 58.629328 | Invested (USDT): 200.437981 | Qty Purchased: 410.6046 | Liquidity Info: Buy Levels: [[0.4866, 51.0], [0.487, 13.264], [0.4871, 68.17], [0.4872, 28.053], [0.4875, 48.136], [0.4878, 10.74], [0.4883, 1023.96], [0.4884, 59.51], [0.4885, 51.1801], [0.4886, 1023.33]]; Sell Levels: [[0.6325, 14.3], [0.632, 0.3356], [0.6317, 95.9621], [0.6316, 146.84], [0.6313, 4.875], [0.631, 0.3781], [0.6308, 0.2889], [0.6299, 5.9026], [0.6296, 0.2156], [0.6277, 4.5383]] | Extra: Weighted Buy Price: 0.487666, Weighted Sell Price: 0.631573; Breakdown Buy: [(0.4866, 51.0), (0.487, 13.264), (0.4871, 68.17), (0.4872, 28.053), (0.4875, 48.136), (0.4878, 10.74), (0.4883, 191.24160295972015)]; Breakdown Sell: [(0.6325, 14.3), (0.632, 0.3356), (0.6317, 95.9621), (0.6316, 146.84), (0.6313, 4.875), (0.631, 0.3781), (0.6308, 0.2889), (0.6299, 5.9026), (0.6296, 0.2156), (0.6277, 4.5383)]; 
2025-03-10 11:54:26,012 - INFO - Pair: kucoin-bitget | Asset: {'kucoin': 'BROCCOLI/USDT', 'bitget': 'BROCCOLI/USDT'} | Buy (BitgetExchange eff.): 0.034323 | Sell (KucoinExchange eff.): 0.051630 | Ticker Profit: 51.39% | Liquidity Profit: 50.42% | Profit (USDT): 101.106518 | Invested (USDT): 200.520131 | Qty Purchased: 5842.1111 | Liquidity Info: Buy Levels: [[0.0342, 646.0], [0.0343, 72990.81], [0.0344, 102090.8], [0.0345, 176574.61], [0.0346, 40061.81], [0.0347, 25470.29], [0.0348, 28790.69], [0.0349, 1909.19], [0.035, 1475.75], [0.0351, 3023.74]]; Sell Levels: [[0.05169, 1927.1], [0.05168, 567.5], [0.05167, 4789.3], [0.05157, 4789.3], [0.05149, 4789.3], [0.05141, 4789.3], [0.0514, 82.9], [0.05133, 4789.3], [0.0513, 141.1], [0.05123, 4789.3]] | Extra: Weighted Buy Price: 0.034289, Weighted Sell Price: 0.051681; Breakdown Buy: [(0.0342, 646.0), (0.0343, 5196.111105269)]; Breakdown Sell: [(0.05169, 1927.1), (0.05168, 567.5), (0.05167, 1378.4934455445969)]; 
2025-03-10 12:00:13,762 - INFO - Pair: kucoin-bitget | Asset: {'kucoin': 'WEMIX/USDT', 'bitget': 'WEMIX/USDT'} | Buy (BitgetExchange eff.): 0.488864 | Sell (KucoinExchange eff.): 0.633871 | Ticker Profit: 30.64% | Liquidity Profit: 29.66% | Profit (USDT): 59.503724 | Invested (USDT): 200.606205 | Qty Purchased: 410.3516 | Liquidity Info: Buy Levels: [[0.4869, 51.0], [0.487, 13.271], [0.4871, 47.307], [0.4872, 28.049], [0.4875, 48.132], [0.4878, 10.738], [0.4884, 64.38], [0.4893, 58.98], [0.4904, 1177.284], [0.4905, 1019.36]]; Sell Levels: [[0.6349, 109.7784], [0.6348, 146.84], [0.632, 0.3356], [0.6313, 4.875], [0.631, 0.3781], [0.6308, 0.2889], [0.6299, 5.9026], [0.6296, 0.2156], [0.6277, 4.5383], [0.6275, 1.2273]] | Extra: Weighted Buy Price: 0.488376, Weighted Sell Price: 0.634505; Breakdown Buy: [(0.4869, 51.0), (0.487, 13.271), (0.4871, 47.307), (0.4872, 28.049), (0.4875, 48.132), (0.4878, 10.738), (0.4884, 64.38), (0.4893, 58.98), (0.4904, 88.49461183035496)]; Breakdown Sell: [(0.6349, 109.7784), (0.6348, 146.84), (0.632, 0.3356), (0.6313, 4.875), (0.631, 0.3781), (0.6308, 0.2889), (0.6299, 5.9026), (0.6296, 0.2156), (0.6277, 4.5383), (0.6275, 1.2273)]; 
2025-03-10 12:02:35,475 - INFO - Pair: kucoin-bitget | Asset: {'kucoin': 'BROCCOLI/USDT', 'bitget': 'BROCCOLI/USDT'} | Buy (BitgetExchange eff.): 0.034835 | Sell (KucoinExchange eff.): 0.051513 | Ticker Profit: 48.70% | Liquidity Profit: 47.88% | Profit (USDT): 95.754677 | Invested (USDT): 200.000000 | Qty Purchased: 5741.3851 | Liquidity Info: Buy Levels: [[0.0348, 50942.5], [0.0349, 45444.18], [0.035, 84138.51], [0.0351, 130419.0], [0.0352, 31081.31], [0.0353, 27566.8], [0.0354, 21614.85], [0.0355, 21872.83], [0.0356, 27375.44], [0.0357, 21944.62]]; Sell Levels: [[0.05158, 1364.4], [0.05157, 1927.1], [0.05151, 567.5], [0.0515, 4789.3], [0.05142, 4789.3], [0.0514, 82.9], [0.0513, 4930.4], [0.05122, 4789.3], [0.0512, 416.3], [0.05114, 4789.3]] | Extra: Weighted Buy Price: 0.034800, Weighted Sell Price: 0.051564; Breakdown Buy: [(0.0348, 5741.385051729881)]; Breakdown Sell: [(0.05158, 1364.4), (0.05157, 1927.1), (0.05151, 567.5), (0.0515, 22.353241570380305)]; 
2025-03-10 12:08:19,221 - INFO - Pair: kucoin-bitget | Asset: {'kucoin': 'WEMIX/USDT', 'bitget': 'WEMIX/USDT'} | Buy (BitgetExchange eff.): 0.489441 | Sell (KucoinExchange eff.): 0.636257 | Ticker Profit: 30.34% | Liquidity Profit: 30.00% | Profit (USDT): 60.209276 | Invested (USDT): 200.719038 | Qty Purchased: 410.0989 | Liquidity Info: Buy Levels: [[0.4872, 48.799], [0.4873, 28.929], [0.4876, 49.657], [0.4879, 51.0], [0.4896, 50.2636], [0.4901, 138.032], [0.4904, 129.47], [0.4912, 1017.91], [0.4913, 1017.7], [0.4916, 189.5713]]; Sell Levels: [[0.6377, 95.0592], [0.6376, 146.84], [0.6325, 14.3], [0.632, 0.3356], [0.6313, 4.875], [0.631, 0.3781], [0.6308, 0.2889], [0.6299, 5.9026], [0.6296, 0.2156], [0.6277, 4.5383]] | Extra: Weighted Buy Price: 0.488952, Weighted Sell Price: 0.636894; Breakdown Buy: [(0.4872, 48.799), (0.4873, 28.929), (0.4876, 49.657), (0.4879, 51.0), (0.4896, 50.2636), (0.4901, 138.032), (0.4904, 43.41833226642004)]; Breakdown Sell: [(0.6377, 95.0592), (0.6376, 146.84), (0.6325, 14.3), (0.632, 0.3356), (0.6313, 4.875), (0.631, 0.3781), (0.6308, 0.2889), (0.6299, 5.9026), (0.6296, 0.2156), (0.6277, 4.5383)]; 
2025-03-10 12:08:46,925 - INFO - Pair: kucoin-bitget | Asset: {'kucoin': 'IOST/USDT', 'bitget': 'IOST/USDT'} | Buy (KucoinExchange eff.): 0.005323 | Sell (BitgetExchange eff.): 0.005490 | Ticker Profit: 5.99% | Liquidity Profit: 3.13% | Profit (USDT): 6.356335 | Invested (USDT): 203.021182 | Qty Purchased: 38137.0872 | Liquidity Info: Buy Levels: [[0.005239, 1878.677], [0.005243, 36.122], [0.005272, 127.0086], [0.005279, 3258.5417], [0.005291, 1890.0018], [0.005329, 50051.4119], [0.00533, 1876.1726], [0.00534, 1348.3397], [0.005344, 125.351], [0.005353, 39933.2332]]; Sell Levels: [[0.005497, 2692.0], [0.005496, 17354.1], [0.005495, 43733.8], [0.005494, 2692.0], [0.005493, 53359.4], [0.005492, 115843.5], [0.005491, 125853.8], [0.00549, 1346.1], [0.005488, 1347.1], [0.005485, 1347.1]] | Extra: Weighted Buy Price: 0.005318, Weighted Sell Price: 0.005496; Breakdown Buy: [(0.005239, 1878.677), (0.005243, 36.122), (0.005272, 127.0086), (0.005279, 3258.5417), (0.005291, 1890.0018), (0.005329, 30946.736092250387)]; Breakdown Sell: [(0.005497, 2692.0), (0.005496, 17354.1), (0.005495, 16373.801801018773)]; 
2025-03-10 12:10:39,465 - INFO - Pair: kucoin-bitget | Asset: {'kucoin': 'BROCCOLI/USDT', 'bitget': 'BROCCOLI/USDT'} | Buy (BitgetExchange eff.): 0.035035 | Sell (KucoinExchange eff.): 0.051378 | Ticker Profit: 47.93% | Liquidity Profit: 46.65% | Profit (USDT): 93.296440 | Invested (USDT): 200.000000 | Qty Purchased: 5708.5771 | Liquidity Info: Buy Levels: [[0.035, 33024.29], [0.0351, 23559.97], [0.0352, 50605.79], [0.0353, 21502.44], [0.0354, 37094.11], [0.0355, 91932.17], [0.0356, 61667.12], [0.0357, 24066.99], [0.0358, 22628.13], [0.0359, 24461.99]]; Sell Levels: [[0.05143, 3750.0], [0.05142, 4789.3], [0.0514, 82.9], [0.05134, 4789.3], [0.0513, 141.1], [0.0512, 166.5], [0.05118, 4789.3], [0.05102, 4789.3], [0.051, 418.0], [0.05095, 13.3]] | Extra: Weighted Buy Price: 0.035000, Weighted Sell Price: 0.051430; Breakdown Buy: [(0.035, 5708.577137148566)]; Breakdown Sell: [(0.05143, 3750.0), (0.05142, 142.67354073887236)]; 
2025-03-10 12:16:29,825 - INFO - Pair: kucoin-bitget | Asset: {'kucoin': 'WEMIX/USDT', 'bitget': 'WEMIX/USDT'} | Buy (BitgetExchange eff.): 0.489206 | Sell (KucoinExchange eff.): 0.635371 | Ticker Profit: 30.61% | Liquidity Profit: 29.88% | Profit (USDT): 59.954751 | Invested (USDT): 200.663841 | Qty Purchased: 410.1831 | Liquidity Info: Buy Levels: [[0.4871, 51.0], [0.4872, 47.306], [0.4873, 28.038], [0.4876, 48.132], [0.4879, 10.745], [0.4896, 50.2636], [0.4898, 71.38], [0.4899, 78.317], [0.4904, 1019.57], [0.4906, 98.1]]; Sell Levels: [[0.6367, 95.2085], [0.6366, 146.84], [0.6325, 14.3], [0.632, 0.3356], [0.6313, 4.875], [0.631, 0.3781], [0.6308, 0.2889], [0.6299, 5.9026], [0.6296, 0.2156], [0.6277, 4.5383]] | Extra: Weighted Buy Price: 0.488717, Weighted Sell Price: 0.636007; Breakdown Buy: [(0.4871, 51.0), (0.4872, 47.306), (0.4873, 28.038), (0.4876, 48.132), (0.4879, 10.745), (0.4896, 50.2636), (0.4898, 71.38), (0.4899, 78.317), (0.4904, 25.001524204885712)]; Breakdown Sell: [(0.6367, 95.2085), (0.6366, 146.84), (0.6325, 14.3), (0.632, 0.3356), (0.6313, 4.875), (0.631, 0.3781), (0.6308, 0.2889), (0.6299, 5.9026), (0.6296, 0.2156), (0.6277, 4.5383)]; 
2025-03-10 12:17:57,698 - INFO - Pair: binance-kucoin | Asset: {'binance': 'IOST/USDT', 'kucoin': 'IOST/USDT'} | Buy (KucoinExchange eff.): 0.006287 | Sell (BinanceExchange eff.): 0.006295 | Ticker Profit: 3.60% | Liquidity Profit: 0.13% | Profit (USDT): 0.266514 | Invested (USDT): 200.786817 | Qty Purchased: 31937.3721 | Liquidity Info: Buy Levels: [[0.006256, 2877.2379], [0.006262, 93.4078], [0.006272, 12019.2307], [0.006291, 95044.096], [0.006292, 3100.0], [0.006294, 94.8846], [0.0063, 3100.0], [0.00631, 1400.0], [0.006314, 79198.3912], [0.006325, 82356.2761]]; Sell Levels: [[0.006302, 17112.0], [0.006301, 32798.0], [0.0063, 67778.0], [0.006299, 3719.0], [0.006297, 4439.0], [0.006296, 51782.0], [0.006294, 14979.0], [0.006292, 38303.0], [0.006291, 7196.0], [0.006288, 24230.0]] | Extra: Weighted Buy Price: 0.006281, Weighted Sell Price: 0.006302; Breakdown Buy: [(0.006256, 2877.2379), (0.006262, 93.4078), (0.006272, 12019.2307), (0.006291, 16947.495690824777)]; Breakdown Sell: [(0.006302, 17112.0), (0.006301, 14655.72456366236)]; 
2025-03-10 12:18:51,125 - INFO - Pair: kucoin-bitget | Asset: {'kucoin': 'BROCCOLI/USDT', 'bitget': 'BROCCOLI/USDT'} | Buy (BitgetExchange eff.): 0.034334 | Sell (KucoinExchange eff.): 0.051597 | Ticker Profit: 51.42% | Liquidity Profit: 50.28% | Profit (USDT): 100.558874 | Invested (USDT): 200.000000 | Qty Purchased: 5825.0787 | Liquidity Info: Buy Levels: [[0.0343, 12949.64], [0.0344, 38649.1], [0.0345, 22054.43], [0.0346, 86111.84], [0.0347, 63152.25], [0.0348, 37501.55], [0.0349, 22139.0], [0.035, 21571.14], [0.0351, 21428.57], [0.0352, 21428.57]]; Sell Levels: [[0.05165, 3504.7], [0.05164, 4789.3], [0.0516, 82.6], [0.05148, 4789.3], [0.0514, 165.9], [0.05135, 4789.3], [0.0513, 141.1], [0.05126, 4789.3], [0.0512, 249.8], [0.0511, 4789.3]] | Extra: Weighted Buy Price: 0.034300, Weighted Sell Price: 0.051649; Breakdown Buy: [(0.0343, 5825.078711376089)]; Breakdown Sell: [(0.05165, 3504.7), (0.05164, 371.39293708035257)]; 
2025-03-10 12:24:39,635 - INFO - Pair: kucoin-bitget | Asset: {'kucoin': 'WEMIX/USDT', 'bitget': 'WEMIX/USDT'} | Buy (BitgetExchange eff.): 0.481847 | Sell (KucoinExchange eff.): 0.629200 | Ticker Profit: 31.53% | Liquidity Profit: 30.58% | Profit (USDT): 61.335724 | Invested (USDT): 200.569127 | Qty Purchased: 416.2504 | Liquidity Info: Buy Levels: [[0.48, 94.251], [0.4801, 10.849], [0.4809, 36.0135], [0.481, 10.828], [0.4814, 10.82], [0.4818, 10.813], [0.4819, 32.955], [0.4821, 51.0], [0.4823, 82.394], [0.4824, 25.284]]; Sell Levels: [[0.6325, 12.9], [0.6321, 95.9013], [0.632, 16.4418], [0.6313, 4.875], [0.631, 0.3781], [0.6308, 0.2889], [0.6299, 5.9026], [0.6296, 0.2156], [0.6282, 146.84], [0.6281, 75.6629]] | Extra: Weighted Buy Price: 0.481366, Weighted Sell Price: 0.629830; Breakdown Buy: [(0.48, 94.251), (0.4801, 10.849), (0.4809, 36.0135), (0.481, 10.828), (0.4814, 10.82), (0.4818, 10.813), (0.4819, 32.955), (0.4821, 51.0), (0.4823, 82.394), (0.4824, 25.284)]; Breakdown Sell: [(0.6325, 12.9), (0.6321, 95.9013), (0.632, 16.4418), (0.6313, 4.875), (0.631, 0.3781), (0.6308, 0.2889), (0.6299, 5.9026), (0.6296, 0.2156), (0.6282, 146.84), (0.6281, 32.778755652490474)]; 
2025-03-10 12:26:57,873 - INFO - Pair: kucoin-bitget | Asset: {'kucoin': 'BROCCOLI/USDT', 'bitget': 'BROCCOLI/USDT'} | Buy (BitgetExchange eff.): 0.033934 | Sell (KucoinExchange eff.): 0.051616 | Ticker Profit: 52.59% | Liquidity Profit: 52.11% | Profit (USDT): 104.215825 | Invested (USDT): 200.000000 | Qty Purchased: 5893.8112 | Liquidity Info: Buy Levels: [[0.0339, 10172.37], [0.034, 63764.87], [0.0341, 78728.01], [0.0342, 68834.08], [0.0343, 112792.43], [0.0344, 26535.83], [0.0345, 22491.36], [0.0346, 22863.39], [0.0347, 21428.57], [0.0348, 21419.14]]; Sell Levels: [[0.05167, 3027.9], [0.05166, 4911.0], [0.0516, 82.6], [0.05158, 4789.3], [0.0515, 4789.3], [0.0514, 165.9], [0.05134, 4789.3], [0.0513, 141.1], [0.0512, 249.8], [0.05118, 4789.3]] | Extra: Weighted Buy Price: 0.033900, Weighted Sell Price: 0.051668; Breakdown Buy: [(0.0339, 5893.811203545718)]; Breakdown Sell: [(0.05167, 3027.9), (0.05166, 846.6926108031776)]; 
2025-03-10 12:29:56,842 - INFO - Pair: kucoin-bitget | Asset: {'kucoin': 'ARCA/USDT', 'bitget': 'ARCA/USDT'} | Buy (BitgetExchange eff.): 0.023930 | Sell (KucoinExchange eff.): 0.023956 | Ticker Profit: 3.03% | Liquidity Profit: 0.11% | Profit (USDT): 0.216880 | Invested (USDT): 200.471489 | Qty Purchased: 8377.3669 | Liquidity Info: Buy Levels: [[0.02385, 999.0], [0.02386, 538.79], [0.02391, 1314.07], [0.02392, 5918.15], [0.02393, 2500.0], [0.02394, 18.52], [0.02414, 956.09], [0.02422, 1314.07], [0.02424, 1198.35], [0.02429, 3355.7]]; Sell Levels: [[0.02398, 178571.4], [0.02383, 35714.2], [0.02378, 178571.4], [0.02371, 35831.8], [0.02363, 8864.8], [0.02305, 6355.9], [0.02303, 824.2], [0.02299, 630.0], [0.02281, 1225.9], [0.02262, 1319.7]] | Extra: Weighted Buy Price: 0.023906, Weighted Sell Price: 0.023980; Breakdown Buy: [(0.02385, 999.0), (0.02386, 538.79), (0.02391, 1314.07), (0.02392, 5525.506867932906)]; Breakdown Sell: [(0.02398, 8348.632201843211)]; 
