2025-03-10 16:49:56,958 - INFO - Pair: binance-bitstamp | Asset: {'binance': 'BOME/EUR', 'bitstamp': 'BOME/EUR'} | Buy (BinanceExchange eff.): 0.001223 | Sell (BitstampExchange eff.): 0.001225 | Ticker Profit: 3.90% | Liquidity Profit: 0.13% | Profit (EUR): 0.260283 | Invested (EUR): 200.000808 | Qty Purchased: 163502.6185 | Liquidity Info: Buy Levels: [[0.001222, 162695.0], [0.001223, 75786.0], [0.001224, 75614.0], [0.001226, 75614.0], [0.001227, 27995.0], [0.001277, 66684.0], [0.001278, 140264.0], [0.001279, 783.0], [0.001291, 776.0], [0.00131, 765.0]]; Sell Levels: [[0.001271, 39339.0], [0.00127, 15748.0], [0.00125, 20000.0], [0.001194, 550470.0], [0.001175, 1230402.0], [0.001156, 1226180.0], [0.001155, 12221.0], [0.001083, 18467.0], [0.001071, 1160455.0], [0.00075, 13333.0]] | Extra: Weighted Buy Price: 0.001222, Weighted Sell Price: 0.001228; Breakdown Buy: [(0.001222, 162695.0), (0.001223, 807.6184944351844)]; Breakdown Sell: [(0.001271, 39339.0), (0.00127, 15748.0), (0.00125, 20000.0), (0.001194, 82663.78924691744)]; 
2025-03-10 16:50:01,772 - INFO - Pair: kucoin-bitget | Asset: {'kucoin': 'MAK/USDT', 'bitget': 'MAK/USDT'} | Buy (KucoinExchange eff.): 0.017924 | Sell (BitgetExchange eff.): 0.018086 | Ticker Profit: 3.96% | Liquidity Profit: 0.91% | Profit (USDT): 1.831368 | Invested (USDT): 201.755676 | Qty Purchased: 11256.3493 | Liquidity Info: Buy Levels: [[0.01775, 79.0], [0.01782, 374.6], [0.01783, 566.7], [0.01784, 1395.4], [0.0179, 1151.3], [0.01793, 14623.9], [0.01794, 5576.0], [0.01797, 79.0], [0.01798, 2000.0], [0.018, 1400.0]]; Sell Levels: [[0.01811, 5000.0], [0.0181, 16129.87], [0.01804, 5000.0], [0.01802, 14293.84], [0.01801, 6080.36], [0.018, 26368.57], [0.01791, 14385.89], [0.0179, 39997.54], [0.01782, 3131.39], [0.01781, 1141.82]] | Extra: Weighted Buy Price: 0.017906, Weighted Sell Price: 0.018105; Breakdown Buy: [(0.01775, 79.0), (0.01782, 374.6), (0.01783, 566.7), (0.01784, 1395.4), (0.0179, 1151.3), (0.01793, 7689.3492845183)]; Breakdown Sell: [(0.01811, 5000.0), (0.0181, 6054.676985102165)]; 
2025-03-10 16:50:23,735 - INFO - Pair: binance-bitstamp | Asset: {'binance': 'BOME/EUR', 'bitstamp': 'BOME/EUR'} | Buy (BinanceExchange eff.): 0.001223 | Sell (BitstampExchange eff.): 0.001225 | Ticker Profit: 3.90% | Liquidity Profit: 0.13% | Profit (EUR): 0.260283 | Invested (EUR): 200.000808 | Qty Purchased: 163502.6185 | Liquidity Info: Buy Levels: [[0.001222, 162695.0], [0.001223, 75786.0], [0.001224, 75614.0], [0.001226, 75614.0], [0.001227, 27995.0], [0.001277, 66684.0], [0.001278, 140264.0], [0.001279, 783.0], [0.001291, 776.0], [0.00131, 765.0]]; Sell Levels: [[0.001271, 39339.0], [0.00127, 15748.0], [0.00125, 20000.0], [0.001194, 833803.0], [0.001176, 1338976.0], [0.001159, 11729.0], [0.001158, 12189.0], [0.001157, 1444139.0], [0.001083, 18467.0], [0.001072, 1414862.0]] | Extra: Weighted Buy Price: 0.001222, Weighted Sell Price: 0.001228; Breakdown Buy: [(0.001222, 162695.0), (0.001223, 807.6184944351844)]; Breakdown Sell: [(0.001271, 39339.0), (0.00127, 15748.0), (0.00125, 20000.0), (0.001194, 82663.78924691744)]; 
2025-03-10 16:53:01,821 - INFO - Pair: binance-bitstamp | Asset: {'binance': 'BOME/EUR', 'bitstamp': 'BOME/EUR'} | Buy (BinanceExchange eff.): 0.001222 | Sell (BitstampExchange eff.): 0.001224 | Ticker Profit: 3.90% | Liquidity Profit: 0.17% | Profit (EUR): 0.331575 | Invested (EUR): 200.086606 | Qty Purchased: 163770.6556 | Liquidity Info: Buy Levels: [[0.00122, 78263.0], [0.001221, 84496.0], [0.001222, 78263.0], [0.001225, 75843.0], [0.001226, 225317.0], [0.001227, 27995.0], [0.001277, 66684.0], [0.001278, 140264.0], [0.001279, 783.0], [0.001291, 776.0]]; Sell Levels: [[0.001271, 39339.0], [0.00127, 15748.0], [0.00125, 20000.0], [0.001192, 664331.0], [0.001174, 1429153.0], [0.001156, 23969.0], [0.001155, 1146531.0], [0.001083, 18467.0], [0.00107, 1246244.0], [0.00075, 13333.0]] | Extra: Weighted Buy Price: 0.001221, Weighted Sell Price: 0.001227; Breakdown Buy: [(0.00122, 78263.0), (0.001221, 84496.0), (0.001222, 1011.6555739342875)]; Breakdown Sell: [(0.001271, 39339.0), (0.00127, 15748.0), (0.00125, 20000.0), (0.001192, 82663.78924691744)]; 
2025-03-10 16:53:27,944 - INFO - Pair: binance-bitstamp | Asset: {'binance': 'BOME/EUR', 'bitstamp': 'BOME/EUR'} | Buy (BinanceExchange eff.): 0.001224 | Sell (BitstampExchange eff.): 0.001225 | Ticker Profit: 3.90% | Liquidity Profit: 0.09% | Profit (EUR): 0.175022 | Invested (EUR): 200.086069 | Qty Purchased: 163502.6185 | Liquidity Info: Buy Levels: [[0.001222, 78263.0], [0.001223, 84496.0], [0.001224, 78263.0], [0.001225, 75728.0], [0.001226, 225317.0], [0.001227, 27995.0], [0.001277, 66684.0], [0.001278, 140264.0], [0.001279, 783.0], [0.001291, 776.0]]; Sell Levels: [[0.001271, 39339.0], [0.00127, 15748.0], [0.00125, 20000.0], [0.001194, 672868.0], [0.001176, 1113904.0], [0.001158, 1398638.0], [0.001156, 23969.0], [0.001083, 18467.0], [0.001072, 1476664.0], [0.00075, 13333.0]] | Extra: Weighted Buy Price: 0.001223, Weighted Sell Price: 0.001228; Breakdown Buy: [(0.001222, 78263.0), (0.001223, 84496.0), (0.001224, 743.6184944351844)]; Breakdown Sell: [(0.001271, 39339.0), (0.00127, 15748.0), (0.00125, 20000.0), (0.001194, 82663.78924691744)]; 
2025-03-10 16:53:53,939 - INFO - Pair: binance-bitstamp | Asset: {'binance': 'BOME/EUR', 'bitstamp': 'BOME/EUR'} | Buy (BinanceExchange eff.): 0.001224 | Sell (BitstampExchange eff.): 0.001225 | Ticker Profit: 3.90% | Liquidity Profit: 0.09% | Profit (EUR): 0.175022 | Invested (EUR): 200.086069 | Qty Purchased: 163502.6185 | Liquidity Info: Buy Levels: [[0.001222, 78263.0], [0.001223, 84496.0], [0.001224, 78263.0], [0.001225, 75728.0], [0.001226, 225317.0], [0.001227, 27995.0], [0.001277, 66684.0], [0.001278, 140264.0], [0.001279, 783.0], [0.001291, 776.0]]; Sell Levels: [[0.001271, 39339.0], [0.00127, 15748.0], [0.00125, 20000.0], [0.001194, 672868.0], [0.001176, 1113904.0], [0.00116, 12168.0], [0.001159, 11729.0], [0.001158, 1398638.0], [0.001083, 18467.0], [0.001072, 1476664.0]] | Extra: Weighted Buy Price: 0.001223, Weighted Sell Price: 0.001228; Breakdown Buy: [(0.001222, 78263.0), (0.001223, 84496.0), (0.001224, 743.6184944351844)]; Breakdown Sell: [(0.001271, 39339.0), (0.00127, 15748.0), (0.00125, 20000.0), (0.001194, 82663.78924691744)]; 
2025-03-10 16:55:48,102 - INFO - Pair: kucoin-bitget | Asset: {'kucoin': 'WEMIX/USDT', 'bitget': 'WEMIX/USDT'} | Buy (BitgetExchange eff.): 0.472974 | Sell (KucoinExchange eff.): 0.659249 | Ticker Profit: 39.98% | Liquidity Profit: 39.38% | Profit (USDT): 79.153071 | Invested (USDT): 200.978998 | Qty Purchased: 424.9260 | Liquidity Info: Buy Levels: [[0.4702, 45.201], [0.472, 34.9097], [0.4721, 84.367], [0.4722, 11.053], [0.4723, 84.367], [0.4732, 67.44], [0.4736, 56.26], [0.4737, 12.402], [0.4743, 66.01], [0.4744, 34.258]]; Sell Levels: [[0.6602, 146.84], [0.6601, 25.0802], [0.66, 32.2], [0.6594, 747.2161], [0.6584, 309.6723], [0.6545, 0.3356], [0.6539, 2.4076], [0.6536, 0.8917], [0.6529, 2.034], [0.6527, 0.2889]] | Extra: Weighted Buy Price: 0.472502, Weighted Sell Price: 0.659909; Breakdown Buy: [(0.4702, 45.201), (0.472, 34.9097), (0.4721, 84.367), (0.4722, 11.053), (0.4723, 84.367), (0.4732, 67.44), (0.4736, 56.26), (0.4737, 12.402), (0.4743, 28.92628851595024)]; Breakdown Sell: [(0.6602, 146.84), (0.6601, 25.0802), (0.66, 32.2), (0.6594, 99.12154522902183)]; 
2025-03-10 16:58:12,192 - INFO - Pair: kucoin-bitget | Asset: {'kucoin': 'BROCCOLI/USDT', 'bitget': 'BROCCOLI/USDT'} | Buy (BitgetExchange eff.): 0.032132 | Sell (KucoinExchange eff.): 0.048037 | Ticker Profit: 50.57% | Liquidity Profit: 49.50% | Profit (USDT): 98.993962 | Invested (USDT): 200.000000 | Qty Purchased: 6224.3053 | Liquidity Info: Buy Levels: [[0.0321, 20156.8], [0.0322, 90719.87], [0.0323, 62407.85], [0.0324, 229095.77], [0.0325, 67486.55], [0.0326, 23841.09], [0.0327, 24865.99], [0.0328, 23980.76], [0.0329, 31425.15], [0.033, 29482.64]]; Sell Levels: [[0.04809, 1916.7], [0.04808, 5078.0], [0.04805, 155.4], [0.048, 115.6], [0.04798, 5050.5], [0.04789, 5050.5], [0.04781, 5050.5], [0.0478, 232.3], [0.0477, 157.8], [0.04766, 5050.5]] | Extra: Weighted Buy Price: 0.032100, Weighted Sell Price: 0.048085; Breakdown Buy: [(0.0321, 6224.305289725852)]; Breakdown Sell: [(0.04809, 1916.7), (0.04808, 2246.331819509258)]; 
2025-03-10 16:58:17,453 - INFO - Pair: kucoin-bitget | Asset: {'kucoin': 'MAK/USDT', 'bitget': 'MAK/USDT'} | Buy (KucoinExchange eff.): 0.017935 | Sell (BitgetExchange eff.): 0.018086 | Ticker Profit: 4.01% | Liquidity Profit: 0.84% | Profit (USDT): 1.700599 | Invested (USDT): 201.886444 | Qty Purchased: 11256.3493 | Liquidity Info: Buy Levels: [[0.01775, 79.0], [0.01782, 374.6], [0.01783, 566.7], [0.01784, 1395.4], [0.0179, 1151.3], [0.01794, 5576.0], [0.01795, 1000.0], [0.01797, 79.0], [0.01798, 2000.0], [0.01799, 8623.9]]; Sell Levels: [[0.01811, 5000.0], [0.0181, 14526.65], [0.01803, 14290.14], [0.01802, 14293.84], [0.01801, 1080.36], [0.018, 26368.57], [0.0179, 39997.54], [0.01782, 3133.98], [0.01781, 1141.82], [0.0178, 62467.32]] | Extra: Weighted Buy Price: 0.017917, Weighted Sell Price: 0.018105; Breakdown Buy: [(0.01775, 79.0), (0.01782, 374.6), (0.01783, 566.7), (0.01784, 1395.4), (0.0179, 1151.3), (0.01794, 5576.0), (0.01795, 1000.0), (0.01797, 79.0), (0.01798, 1034.3492845183)]; Breakdown Sell: [(0.01811, 5000.0), (0.0181, 6054.676985102165)]; 
2025-03-10 17:03:55,289 - INFO - Pair: kucoin-bitget | Asset: {'kucoin': 'WEMIX/USDT', 'bitget': 'WEMIX/USDT'} | Buy (BitgetExchange eff.): 0.472607 | Sell (KucoinExchange eff.): 0.654856 | Ticker Profit: 40.34% | Liquidity Profit: 38.56% | Profit (USDT): 77.458686 | Invested (USDT): 200.865754 | Qty Purchased: 425.0164 | Liquidity Info: Buy Levels: [[0.4701, 34.9097], [0.4702, 45.198], [0.4721, 84.37], [0.4722, 11.056], [0.4723, 84.37], [0.4727, 66.92], [0.473, 50.7619], [0.4732, 11.03], [0.4736, 140.26], [0.4737, 64.87]]; Sell Levels: [[0.6567, 32.2], [0.6565, 95.0912], [0.6549, 146.84], [0.6545, 0.3356], [0.6539, 2.4076], [0.6536, 0.8917], [0.6529, 2.034], [0.6527, 0.2889], [0.6521, 2.4946], [0.6518, 5.9199]] | Extra: Weighted Buy Price: 0.472135, Weighted Sell Price: 0.655511; Breakdown Buy: [(0.4701, 34.9097), (0.4702, 45.198), (0.4721, 84.37), (0.4722, 11.056), (0.4723, 84.37), (0.4727, 66.92), (0.473, 50.7619), (0.4732, 11.03), (0.4736, 36.40077906870839)]; Breakdown Sell: [(0.6567, 32.2), (0.6565, 95.0912), (0.6549, 146.84), (0.6545, 0.3356), (0.6539, 2.4076), (0.6536, 0.8917), (0.6529, 2.034), (0.6527, 0.2889), (0.6521, 2.4946), (0.6518, 5.9199)]; 
2025-03-10 17:04:58,465 - INFO - Pair: binance-bitstamp | Asset: {'binance': 'BOME/EUR', 'bitstamp': 'BOME/EUR'} | Buy (BinanceExchange eff.): 0.001210 | Sell (BitstampExchange eff.): 0.001217 | Ticker Profit: 3.06% | Liquidity Profit: 0.56% | Profit (EUR): 1.113961 | Invested (EUR): 200.171226 | Qty Purchased: 165397.5164 | Liquidity Info: Buy Levels: [[0.001208, 39132.0], [0.001209, 84305.0], [0.00121, 39132.0], [0.001211, 27995.0], [0.001213, 76599.0], [0.001216, 76365.0], [0.001277, 66684.0], [0.001278, 140264.0], [0.001279, 783.0], [0.001291, 776.0]]; Sell Levels: [[0.001271, 39339.0], [0.00127, 15748.0], [0.00125, 20000.0], [0.001179, 641947.0], [0.001161, 1311076.0], [0.001143, 12349.0], [0.001142, 11903.0], [0.001141, 1046365.0], [0.001083, 18467.0], [0.001057, 1046365.0]] | Extra: Weighted Buy Price: 0.001209, Weighted Sell Price: 0.001220; Breakdown Buy: [(0.001208, 39132.0), (0.001209, 84305.0), (0.00121, 39132.0), (0.001211, 2828.5163908938703)]; Breakdown Sell: [(0.001271, 39339.0), (0.00127, 15748.0), (0.00125, 20000.0), (0.001179, 82663.78924691744)]; 
2025-03-10 17:05:26,505 - INFO - Pair: binance-bitstamp | Asset: {'binance': 'BOME/EUR', 'bitstamp': 'BOME/EUR'} | Buy (BinanceExchange eff.): 0.001212 | Sell (BitstampExchange eff.): 0.001218 | Ticker Profit: 4.68% | Liquidity Profit: 0.47% | Profit (EUR): 0.939156 | Invested (EUR): 200.185950 | Qty Purchased: 165124.1321 | Liquidity Info: Buy Levels: [[0.00121, 39132.0], [0.001211, 76540.0], [0.001212, 39132.0], [0.001213, 76599.0], [0.001215, 27995.0], [0.001216, 76365.0], [0.001277, 66684.0], [0.001278, 140264.0], [0.001279, 783.0], [0.001291, 776.0]]; Sell Levels: [[0.001271, 39339.0], [0.00127, 15748.0], [0.00125, 20000.0], [0.001181, 881891.0], [0.001147, 1077920.0], [0.001143, 12349.0], [0.001142, 11903.0], [0.001083, 18467.0], [0.001057, 1046365.0], [0.00075, 13333.0]] | Extra: Weighted Buy Price: 0.001211, Weighted Sell Price: 0.001221; Breakdown Buy: [(0.00121, 39132.0), (0.001211, 76540.0), (0.001212, 39132.0), (0.001213, 10320.132066280843)]; Breakdown Sell: [(0.001271, 39339.0), (0.00127, 15748.0), (0.00125, 20000.0), (0.001181, 82663.78924691744)]; 
2025-03-10 17:05:53,947 - INFO - Pair: binance-bitstamp | Asset: {'binance': 'BOME/EUR', 'bitstamp': 'BOME/EUR'} | Buy (BinanceExchange eff.): 0.001210 | Sell (BitstampExchange eff.): 0.001218 | Ticker Profit: 4.68% | Liquidity Profit: 0.60% | Profit (EUR): 1.200415 | Invested (EUR): 200.171226 | Qty Purchased: 165397.5164 | Liquidity Info: Buy Levels: [[0.001208, 39132.0], [0.001209, 84305.0], [0.00121, 39132.0], [0.001211, 76540.0], [0.001213, 76599.0], [0.001215, 27995.0], [0.001216, 76365.0], [0.001277, 66684.0], [0.001278, 140264.0], [0.001279, 783.0]]; Sell Levels: [[0.001271, 39339.0], [0.00127, 15748.0], [0.00125, 20000.0], [0.00118, 578121.0], [0.001163, 1199358.0], [0.001146, 11862.0], [0.001145, 12328.0], [0.001144, 802133.0], [0.001083, 18467.0], [0.001057, 1046365.0]] | Extra: Weighted Buy Price: 0.001209, Weighted Sell Price: 0.001221; Breakdown Buy: [(0.001208, 39132.0), (0.001209, 84305.0), (0.00121, 39132.0), (0.001211, 2828.5163908938703)]; Breakdown Sell: [(0.001271, 39339.0), (0.00127, 15748.0), (0.00125, 20000.0), (0.00118, 82663.78924691744)]; 
2025-03-10 17:06:16,706 - INFO - Pair: kucoin-bitget | Asset: {'kucoin': 'BROCCOLI/USDT', 'bitget': 'BROCCOLI/USDT'} | Buy (BitgetExchange eff.): 0.031531 | Sell (KucoinExchange eff.): 0.047940 | Ticker Profit: 52.71% | Liquidity Profit: 52.04% | Profit (USDT): 104.077408 | Invested (USDT): 200.000000 | Qty Purchased: 6342.8635 | Liquidity Info: Buy Levels: [[0.0315, 42246.11], [0.0316, 49414.51], [0.0317, 31937.16], [0.0318, 129958.33], [0.0319, 106015.12], [0.032, 66033.46], [0.0321, 29950.25], [0.0322, 26676.63], [0.0323, 24322.19], [0.0324, 23771.79]]; Sell Levels: [[0.04808, 27.5], [0.04805, 155.4], [0.04799, 1998.3], [0.04798, 5050.5], [0.04789, 5050.5], [0.04781, 5050.5], [0.0478, 116.1], [0.0477, 157.8], [0.04766, 5050.5], [0.0476, 349.9]] | Extra: Weighted Buy Price: 0.031500, Weighted Sell Price: 0.047988; Breakdown Buy: [(0.0315, 6342.863485720629)]; Breakdown Sell: [(0.04808, 27.5), (0.04805, 155.4), (0.04799, 1998.3), (0.04798, 1982.6976747129827)]; 
2025-03-10 17:06:21,416 - INFO - Pair: kucoin-bitget | Asset: {'kucoin': 'MAK/USDT', 'bitget': 'MAK/USDT'} | Buy (KucoinExchange eff.): 0.017936 | Sell (BitgetExchange eff.): 0.018095 | Ticker Profit: 4.13% | Liquidity Profit: 0.89% | Profit (USDT): 1.792740 | Invested (USDT): 201.896110 | Qty Purchased: 11256.3493 | Liquidity Info: Buy Levels: [[0.01775, 79.0], [0.01782, 374.6], [0.01783, 566.7], [0.01784, 1395.4], [0.0179, 1151.3], [0.01794, 5576.0], [0.01797, 2879.0], [0.01799, 4400.0], [0.018, 8623.9], [0.01801, 4200.0]]; Sell Levels: [[0.01812, 5000.0], [0.01811, 5000.0], [0.0181, 7444.56], [0.01805, 5000.0], [0.01804, 14283.54], [0.01803, 14290.14], [0.01802, 5000.0], [0.01801, 6080.36], [0.018, 25975.03], [0.0179, 40048.74]] | Extra: Weighted Buy Price: 0.017918, Weighted Sell Price: 0.018114; Breakdown Buy: [(0.01775, 79.0), (0.01782, 374.6), (0.01783, 566.7), (0.01784, 1395.4), (0.0179, 1151.3), (0.01794, 5576.0), (0.01797, 2113.3492845183)]; Breakdown Sell: [(0.01812, 5000.0), (0.01811, 5000.0), (0.0181, 1048.5761699889736)]; 
2025-03-10 17:06:22,760 - INFO - Pair: binance-bitstamp | Asset: {'binance': 'BOME/EUR', 'bitstamp': 'BOME/EUR'} | Buy (BinanceExchange eff.): 0.001209 | Sell (BitstampExchange eff.): 0.001216 | Ticker Profit: 4.68% | Liquidity Profit: 0.65% | Profit (EUR): 1.304778 | Invested (EUR): 200.227617 | Qty Purchased: 165671.8075 | Liquidity Info: Buy Levels: [[0.001206, 20628.0], [0.001207, 84305.0], [0.001208, 39132.0], [0.001209, 76657.0], [0.00121, 225317.0], [0.001211, 104535.0], [0.001213, 76599.0], [0.001277, 66684.0], [0.001278, 140264.0], [0.001279, 783.0]]; Sell Levels: [[0.001271, 39339.0], [0.00127, 15748.0], [0.00125, 20000.0], [0.001178, 763051.0], [0.001161, 316711.0], [0.001142, 894549.0], [0.001084, 25561.0], [0.001083, 18467.0], [0.001057, 1046365.0], [0.00075, 13333.0]] | Extra: Weighted Buy Price: 0.001207, Weighted Sell Price: 0.001220; Breakdown Buy: [(0.001206, 20628.0), (0.001207, 84305.0), (0.001208, 39132.0), (0.001209, 21606.807462852244)]; Breakdown Sell: [(0.001271, 39339.0), (0.00127, 15748.0), (0.00125, 20000.0), (0.001178, 82663.78924691744)]; 
2025-03-10 17:06:50,377 - INFO - Pair: binance-bitstamp | Asset: {'binance': 'BOME/EUR', 'bitstamp': 'BOME/EUR'} | Buy (BinanceExchange eff.): 0.001207 | Sell (BitstampExchange eff.): 0.001214 | Ticker Profit: 4.94% | Liquidity Profit: 0.60% | Profit (EUR): 1.211136 | Invested (EUR): 200.222324 | Qty Purchased: 165947.0098 | Liquidity Info: Buy Levels: [[0.001204, 29880.0], [0.001205, 84305.0], [0.001206, 20628.0], [0.001207, 27995.0], [0.001208, 76893.0], [0.001209, 143341.0], [0.00121, 225317.0], [0.001211, 76540.0], [0.001213, 76599.0], [0.001278, 140264.0]]; Sell Levels: [[0.001271, 39339.0], [0.00127, 15748.0], [0.00125, 20000.0], [0.001173, 555326.0], [0.001156, 1559392.0], [0.001141, 12371.0], [0.00114, 11924.0], [0.001135, 979350.0], [0.001083, 18467.0], [0.001054, 907613.0]] | Extra: Weighted Buy Price: 0.001205, Weighted Sell Price: 0.001217; Breakdown Buy: [(0.001204, 29880.0), (0.001205, 84305.0), (0.001206, 20628.0), (0.001207, 27995.0), (0.001208, 3139.0098008304194)]; Breakdown Sell: [(0.001271, 39339.0), (0.00127, 15748.0), (0.00125, 20000.0), (0.001173, 82663.78924691744)]; 
2025-03-10 17:07:44,410 - INFO - Pair: binance-bitstamp | Asset: {'binance': 'BOME/EUR', 'bitstamp': 'BOME/EUR'} | Buy (BinanceExchange eff.): 0.001201 | Sell (BitstampExchange eff.): 0.001201 | Ticker Profit: 4.94% | Liquidity Profit: 0.01% | Profit (EUR): 0.016867 | Invested (EUR): 200.246047 | Qty Purchased: 166778.1301 | Liquidity Info: Buy Levels: [[0.001198, 29880.0], [0.001199, 27995.0], [0.0012, 225317.0], [0.001205, 84305.0], [0.001278, 140264.0], [0.001279, 783.0], [0.001291, 776.0], [0.00131, 765.0], [0.001912, 2734.0], [0.001923, 2717.0]]; Sell Levels: [[0.001271, 39339.0], [0.00127, 15748.0], [0.00125, 20000.0], [0.001148, 819484.0], [0.001133, 1135823.0], [0.001128, 12051.0], [0.001084, 13021.0], [0.001083, 18467.0], [0.001046, 942384.0], [0.00075, 13333.0]] | Extra: Weighted Buy Price: 0.001199, Weighted Sell Price: 0.001204; Breakdown Buy: [(0.001198, 29880.0), (0.001199, 27995.0), (0.0012, 108903.13005025027)]; Breakdown Sell: [(0.001271, 39339.0), (0.00127, 15748.0), (0.00125, 20000.0), (0.001148, 82663.78924691744)]; 
2025-03-10 17:08:10,673 - INFO - Pair: binance-bitstamp | Asset: {'binance': 'BOME/EUR', 'bitstamp': 'BOME/EUR'} | Buy (BinanceExchange eff.): 0.001198 | Sell (BitstampExchange eff.): 0.001212 | Ticker Profit: 4.94% | Liquidity Profit: 1.11% | Profit (EUR): 2.218301 | Invested (EUR): 200.213254 | Qty Purchased: 167057.0232 | Liquidity Info: Buy Levels: [[0.001196, 29880.0], [0.001197, 84305.0], [0.001198, 29880.0], [0.001199, 77429.0], [0.0012, 225317.0], [0.001203, 27995.0], [0.001277, 66684.0], [0.001278, 140264.0], [0.001279, 783.0], [0.001291, 776.0]]; Sell Levels: [[0.001271, 39339.0], [0.00127, 15748.0], [0.00125, 20000.0], [0.001169, 542019.0], [0.001132, 12469.0], [0.001131, 12019.0], [0.001083, 18467.0], [0.001046, 942384.0], [0.00075, 13333.0], [1e-06, 86946613.0]] | Extra: Weighted Buy Price: 0.001197, Weighted Sell Price: 0.001215; Breakdown Buy: [(0.001196, 29880.0), (0.001197, 84305.0), (0.001198, 29880.0), (0.001199, 22992.023244314216)]; Breakdown Sell: [(0.001271, 39339.0), (0.00127, 15748.0), (0.00125, 20000.0), (0.001169, 82663.78924691744)]; 
2025-03-10 17:09:29,997 - INFO - Pair: binance-bitstamp | Asset: {'binance': 'BOME/EUR', 'bitstamp': 'BOME/EUR'} | Buy (BinanceExchange eff.): 0.001202 | Sell (BitstampExchange eff.): 0.001213 | Ticker Profit: 4.94% | Liquidity Profit: 0.93% | Profit (EUR): 1.864664 | Invested (EUR): 200.234595 | Qty Purchased: 166639.0324 | Liquidity Info: Buy Levels: [[0.001199, 29880.0], [0.0012, 84305.0], [0.001201, 29880.0], [0.001203, 105125.0], [0.001204, 225317.0], [0.001277, 66684.0], [0.001278, 140264.0], [0.001279, 783.0], [0.001291, 776.0], [0.00131, 765.0]]; Sell Levels: [[0.001271, 39339.0], [0.00127, 15748.0], [0.00125, 20000.0], [0.001171, 816324.0], [0.001153, 1104286.0], [0.001135, 24413.0], [0.001132, 1304704.0], [0.001083, 18467.0], [0.001049, 1026400.0], [0.00075, 13333.0]] | Extra: Weighted Buy Price: 0.001200, Weighted Sell Price: 0.001216; Breakdown Buy: [(0.001199, 29880.0), (0.0012, 84305.0), (0.001201, 29880.0), (0.001203, 22574.032360466896)]; Breakdown Sell: [(0.001271, 39339.0), (0.00127, 15748.0), (0.00125, 20000.0), (0.001171, 82663.78924691744)]; 
2025-03-10 17:10:23,044 - INFO - Pair: binance-bitstamp | Asset: {'binance': 'BOME/EUR', 'bitstamp': 'BOME/EUR'} | Buy (BinanceExchange eff.): 0.001201 | Sell (BitstampExchange eff.): 0.001203 | Ticker Profit: 4.94% | Liquidity Profit: 0.16% | Profit (EUR): 0.319406 | Invested (EUR): 200.211999 | Qty Purchased: 166639.0324 | Liquidity Info: Buy Levels: [[0.001199, 29880.0], [0.0012, 84305.0], [0.001201, 29880.0], [0.001202, 77130.0], [0.001203, 105125.0], [0.001204, 225317.0], [0.001277, 66684.0], [0.001278, 140264.0], [0.001279, 783.0], [0.001291, 776.0]]; Sell Levels: [[0.001271, 39339.0], [0.00127, 15748.0], [0.00125, 20000.0], [0.001153, 1177344.0], [0.001135, 1011873.0], [0.001083, 18467.0], [0.001051, 1196772.0], [0.00075, 13333.0], [1e-06, 86946613.0]] | Extra: Weighted Buy Price: 0.001200, Weighted Sell Price: 0.001206; Breakdown Buy: [(0.001199, 29880.0), (0.0012, 84305.0), (0.001201, 29880.0), (0.001202, 22574.032360466896)]; Breakdown Sell: [(0.001271, 39339.0), (0.00127, 15748.0), (0.00125, 20000.0), (0.001153, 82663.78924691744)]; 
2025-03-10 17:10:49,189 - INFO - Pair: binance-bitstamp | Asset: {'binance': 'BOME/EUR', 'bitstamp': 'BOME/EUR'} | Buy (BinanceExchange eff.): 0.001203 | Sell (BitstampExchange eff.): 0.001214 | Ticker Profit: 4.94% | Liquidity Profit: 0.94% | Profit (EUR): 1.884396 | Invested (EUR): 200.052229 | Qty Purchased: 166361.5319 | Liquidity Info: Buy Levels: [[0.001201, 114185.0], [0.001202, 77130.0], [0.001203, 77130.0], [0.001204, 225317.0], [0.001205, 27995.0], [0.001277, 66684.0], [0.001278, 140264.0], [0.001279, 783.0], [0.001291, 776.0], [0.00131, 765.0]]; Sell Levels: [[0.001271, 39339.0], [0.00127, 15748.0], [0.00125, 20000.0], [0.001173, 364848.0], [0.001155, 364848.0], [0.001135, 1011873.0], [0.001083, 18467.0], [0.001051, 1196772.0], [0.00075, 13333.0], [1e-06, 86946613.0]] | Extra: Weighted Buy Price: 0.001201, Weighted Sell Price: 0.001217; Breakdown Buy: [(0.001201, 114185.0), (0.001202, 52176.53189025796)]; Breakdown Sell: [(0.001271, 39339.0), (0.00127, 15748.0), (0.00125, 20000.0), (0.001173, 82663.78924691744)]; 
